name,compiler,type,threads,input,sgxmem,sgxtime,mpxbtnum,maxsize,time,mpxerrors,user_time,minor_faults,major_faults,voluntary_context_switches,involuntary_context_switches,sys_time
matrix_multiply,clang,native,1,native,,,,25232,7.14,,,,,,,
kmeans,clang,native,1,native,,,,6672,18.37,,,,,,,
word_count,clang,native,1,native,,,,108916,7.52,,,,,,,
pca,clang,native,1,native,,,,73192,8.37,,,,,,,
matrix_multiply,gcc,mpx,1,native,,,,29068,33.58,,,,,,,
kmeans,gcc,mpx,1,native,,,,14580,59.92,,,,,,,
word_count,gcc,mpx,1,native,,,,129104,15.24,,,,,,,
pca,gcc,mpx,1,native,,,,75504,53.55,,,,,,,
matrix_multiply,gcc,mpx_no_narrow_bounds,1,native,,,,33092,33.57,,,,,,,
kmeans,gcc,mpx_no_narrow_bounds,1,native,,,,15200,59.86,,,,,,,
word_count,gcc,mpx_no_narrow_bounds,1,native,,,,128360,15.05,,,,,,,
pca,gcc,mpx_no_narrow_bounds,1,native,,,,77424,53.54,,,,,,,
matrix_multiply,gcc,asan,1,native,,,,37808,14.45,,,,,,,
kmeans,gcc,asan,1,native,,,,23452,40.02,,,,,,,
word_count,gcc,asan,1,native,,,,124640,24.49,,,,,,,
pca,gcc,asan,1,native,,,,96960,23.76,,,,,,,
matrix_multiply,clang,asan,1,native,,,,43144,8.59,,,,,,,
kmeans,clang,asan,1,native,,,,24744,31.64,,,,,,,
word_count,clang,asan,1,native,,,,125996,24.93,,,,,,,
pca,clang,asan,1,native,,,,98188,8.36,,,,,,,
matrix_multiply,clang,native,1,native,,,,25204,7.13,,,,,,,
kmeans,clang,native,1,native,,,,6736,18.42,,,,,,,
word_count,clang,native,1,native,,,,108900,7.53,,,,,,,
pca,clang,native,1,native,,,,73184,8.38,,,,,,,
matrix_multiply,gcc,mpx,1,native,,,,26896,33.6,,,,,,,
kmeans,gcc,mpx,1,native,,,,15708,59.86,,,,,,,
word_count,gcc,mpx,1,native,,,,130108,15.14,,,,,,,
pca,gcc,mpx,1,native,,,,75516,53.55,,,,,,,
matrix_multiply,gcc,mpx_no_narrow_bounds,1,native,,,,33168,33.59,,,,,,,
kmeans,gcc,mpx_no_narrow_bounds,1,native,,,,18644,59.88,,,,,,,
word_count,gcc,mpx_no_narrow_bounds,1,native,,,,132044,15.04,,,,,,,
pca,gcc,mpx_no_narrow_bounds,1,native,,,,77528,53.61,,,,,,,
matrix_multiply,gcc,asan,1,native,,,,41736,14.48,,,,,,,
kmeans,gcc,asan,1,native,,,,22368,39.99,,,,,,,
word_count,gcc,asan,1,native,,,,121580,24.48,,,,,,,
pca,gcc,asan,1,native,,,,95136,23.76,,,,,,,
matrix_multiply,clang,asan,1,native,,,,39016,8.59,,,,,,,
kmeans,clang,asan,1,native,,,,24696,31.88,,,,,,,
word_count,clang,asan,1,native,,,,125932,24.94,,,,,,,
pca,clang,asan,1,native,,,,98204,8.37,,,,,,,
matrix_multiply,clang,native,1,native,,,,25252,7.13,,,,,,,
kmeans,clang,native,1,native,,,,6688,18.4,,,,,,,
word_count,clang,native,1,native,,,,108764,7.52,,,,,,,
pca,clang,native,1,native,,,,73216,8.38,,,,,,,
matrix_multiply,gcc,mpx,1,native,,,,31144,33.56,,,,,,,
kmeans,gcc,mpx,1,native,,,,15912,59.7,,,,,,,
word_count,gcc,mpx,1,native,,,,134108,15.08,,,,,,,
pca,gcc,mpx,1,native,,,,77468,53.54,,,,,,,
matrix_multiply,gcc,mpx_no_narrow_bounds,1,native,,,,27028,33.55,,,,,,,
kmeans,gcc,mpx_no_narrow_bounds,1,native,,,,15416,59.72,,,,,,,
word_count,gcc,mpx_no_narrow_bounds,1,native,,,,132104,15.22,,,,,,,
pca,gcc,mpx_no_narrow_bounds,1,native,,,,77460,53.54,,,,,,,
matrix_multiply,gcc,asan,1,native,,,,38164,14.47,,,,,,,
kmeans,gcc,asan,1,native,,,,22884,39.99,,,,,,,
word_count,gcc,asan,1,native,,,,124676,24.55,,,,,,,
pca,gcc,asan,1,native,,,,96128,23.75,,,,,,,
matrix_multiply,clang,asan,1,native,,,,41156,8.58,,,,,,,
kmeans,clang,asan,1,native,,,,24624,31.61,,,,,,,
word_count,clang,asan,1,native,,,,123888,24.94,,,,,,,
pca,clang,asan,1,native,,,,98300,8.36,,,,,,,
matrix_multiply,clang,native,1,native,,,,25248,7.12,,,,,,,
kmeans,clang,native,1,native,,,,6592,18.41,,,,,,,
word_count,clang,native,1,native,,,,108724,7.54,,,,,,,
pca,clang,native,1,native,,,,73176,8.38,,,,,,,
matrix_multiply,gcc,mpx,1,native,,,,33188,33.58,,,,,,,
kmeans,gcc,mpx,1,native,,,,17820,59.76,,,,,,,
word_count,gcc,mpx,1,native,,,,129872,15.44,,,,,,,
pca,gcc,mpx,1,native,,,,77352,53.55,,,,,,,
matrix_multiply,gcc,mpx_no_narrow_bounds,1,native,,,,33168,33.58,,,,,,,
kmeans,gcc,mpx_no_narrow_bounds,1,native,,,,17916,59.95,,,,,,,
word_count,gcc,mpx_no_narrow_bounds,1,native,,,,132524,15.31,,,,,,,
pca,gcc,mpx_no_narrow_bounds,1,native,,,,77348,53.54,,,,,,,
matrix_multiply,gcc,asan,1,native,,,,36540,14.45,,,,,,,
kmeans,gcc,asan,1,native,,,,23716,39.97,,,,,,,
word_count,gcc,asan,1,native,,,,123960,24.52,,,,,,,
pca,gcc,asan,1,native,,,,96952,23.75,,,,,,,
matrix_multiply,clang,asan,1,native,,,,39092,8.6,,,,,,,
kmeans,clang,asan,1,native,,,,24740,31.69,,,,,,,
word_count,clang,asan,1,native,,,,123936,24.95,,,,,,,
pca,clang,asan,1,native,,,,98224,8.36,,,,,,,
matrix_multiply,clang,native,1,native,,,,25200,7.17,,,,,,,
kmeans,clang,native,1,native,,,,6640,18.42,,,,,,,
word_count,clang,native,1,native,,,,108736,7.52,,,,,,,
pca,clang,native,1,native,,,,73096,8.38,,,,,,,
matrix_multiply,gcc,mpx,1,native,,,,28992,33.57,,,,,,,
kmeans,gcc,mpx,1,native,,,,13624,59.66,,,,,,,
word_count,gcc,mpx,1,native,,,,132608,14.99,,,,,,,
pca,gcc,mpx,1,native,,,,77452,53.55,,,,,,,
matrix_multiply,gcc,mpx_no_narrow_bounds,1,native,,,,28968,33.56,,,,,,,
kmeans,gcc,mpx_no_narrow_bounds,1,native,,,,16116,59.89,,,,,,,
word_count,gcc,mpx_no_narrow_bounds,1,native,,,,129208,14.89,,,,,,,
pca,gcc,mpx_no_narrow_bounds,1,native,,,,77404,53.54,,,,,,,
matrix_multiply,gcc,asan,1,native,,,,40228,14.46,,,,,,,
kmeans,gcc,asan,1,native,,,,22368,39.93,,,,,,,
word_count,gcc,asan,1,native,,,,124968,24.47,,,,,,,
pca,gcc,asan,1,native,,,,96304,23.77,,,,,,,
matrix_multiply,clang,asan,1,native,,,,41040,8.59,,,,,,,
kmeans,clang,asan,1,native,,,,24724,31.89,,,,,,,
word_count,clang,asan,1,native,,,,125844,24.95,,,,,,,
pca,clang,asan,1,native,,,,98240,8.36,,,,,,,
matrix_multiply,clang,native,1,native,,,,25248,7.14,,,,,,,
kmeans,clang,native,1,native,,,,6588,18.39,,,,,,,
word_count,clang,native,1,native,,,,108812,7.54,,,,,,,
pca,clang,native,1,native,,,,73184,8.38,,,,,,,
matrix_multiply,gcc,mpx,1,native,,,,31136,33.56,,,,,,,
kmeans,gcc,mpx,1,native,,,,13040,59.88,,,,,,,
word_count,gcc,mpx,1,native,,,,129944,15.03,,,,,,,
pca,gcc,mpx,1,native,,,,75408,53.54,,,,,,,
matrix_multiply,gcc,mpx_no_narrow_bounds,1,native,,,,26904,33.6,,,,,,,
kmeans,gcc,mpx_no_narrow_bounds,1,native,,,,15820,59.8,,,,,,,
word_count,gcc,mpx_no_narrow_bounds,1,native,,,,129968,15.07,,,,,,,
pca,gcc,mpx_no_narrow_bounds,1,native,,,,77464,53.54,,,,,,,
matrix_multiply,gcc,asan,1,native,,,,39244,14.43,,,,,,,
kmeans,gcc,asan,1,native,,,,22260,39.96,,,,,,,
word_count,gcc,asan,1,native,,,,121412,24.5,,,,,,,
pca,gcc,asan,1,native,,,,95884,23.76,,,,,,,
matrix_multiply,clang,asan,1,native,,,,41116,8.59,,,,,,,
kmeans,clang,asan,1,native,,,,24664,31.62,,,,,,,
word_count,clang,asan,1,native,,,,125984,24.95,,,,,,,
pca,clang,asan,1,native,,,,98236,8.36,,,,,,,
matrix_multiply,clang,native,1,native,,,,25204,7.16,,,,,,,
kmeans,clang,native,1,native,,,,6704,18.4,,,,,,,
word_count,clang,native,1,native,,,,108748,7.51,,,,,,,
pca,clang,native,1,native,,,,73144,8.39,,,,,,,
matrix_multiply,gcc,mpx,1,native,,,,31108,33.59,,,,,,,
kmeans,gcc,mpx,1,native,,,,18848,59.94,,,,,,,
word_count,gcc,mpx,1,native,,,,128576,15.11,,,,,,,
pca,gcc,mpx,1,native,,,,77468,53.54,,,,,,,
matrix_multiply,gcc,mpx_no_narrow_bounds,1,native,,,,28948,33.59,,,,,,,
kmeans,gcc,mpx_no_narrow_bounds,1,native,,,,16692,59.95,,,,,,,
word_count,gcc,mpx_no_narrow_bounds,1,native,,,,129904,15.07,,,,,,,
pca,gcc,mpx_no_narrow_bounds,1,native,,,,77464,53.54,,,,,,,
matrix_multiply,gcc,asan,1,native,,,,38768,14.46,,,,,,,
kmeans,gcc,asan,1,native,,,,23312,39.94,,,,,,,
word_count,gcc,asan,1,native,,,,121456,24.51,,,,,,,
pca,gcc,asan,1,native,,,,96856,23.75,,,,,,,
matrix_multiply,clang,asan,1,native,,,,41112,8.6,,,,,,,
kmeans,clang,asan,1,native,,,,24704,31.61,,,,,,,
word_count,clang,asan,1,native,,,,125984,24.95,,,,,,,
pca,clang,asan,1,native,,,,98288,8.36,,,,,,,
matrix_multiply,clang,native,1,native,,,,25336,7.12,,,,,,,
kmeans,clang,native,1,native,,,,6780,18.39,,,,,,,
word_count,clang,native,1,native,,,,108764,7.53,,,,,,,
pca,clang,native,1,native,,,,73196,8.37,,,,,,,
matrix_multiply,gcc,mpx,1,native,,,,28956,33.56,,,,,,,
kmeans,gcc,mpx,1,native,,,,15184,59.67,,,,,,,
word_count,gcc,mpx,1,native,,,,129432,15.45,,,,,,,
pca,gcc,mpx,1,native,,,,79404,53.55,,,,,,,
matrix_multiply,gcc,mpx_no_narrow_bounds,1,native,,,,26956,33.57,,,,,,,
kmeans,gcc,mpx_no_narrow_bounds,1,native,,,,17144,59.68,,,,,,,
word_count,gcc,mpx_no_narrow_bounds,1,native,,,,127636,15.28,,,,,,,
pca,gcc,mpx_no_narrow_bounds,1,native,,,,77420,53.54,,,,,,,
matrix_multiply,gcc,asan,1,native,,,,39580,14.48,,,,,,,
kmeans,gcc,asan,1,native,,,,23624,39.99,,,,,,,
word_count,gcc,asan,1,native,,,,123884,24.53,,,,,,,
pca,gcc,asan,1,native,,,,97492,23.79,,,,,,,
matrix_multiply,clang,asan,1,native,,,,39060,8.58,,,,,,,
kmeans,clang,asan,1,native,,,,24680,31.63,,,,,,,
word_count,clang,asan,1,native,,,,125972,24.94,,,,,,,
pca,clang,asan,1,native,,,,98244,8.36,,,,,,,
matrix_multiply,clang,native,1,native,,,,25220,7.14,,,,,,,
kmeans,clang,native,1,native,,,,6748,18.4,,,,,,,
word_count,clang,native,1,native,,,,108860,7.52,,,,,,,
pca,clang,native,1,native,,,,73220,8.37,,,,,,,
matrix_multiply,gcc,mpx,1,native,,,,28956,33.56,,,,,,,
kmeans,gcc,mpx,1,native,,,,13792,59.81,,,,,,,
word_count,gcc,mpx,1,native,,,,128288,15.34,,,,,,,
pca,gcc,mpx,1,native,,,,77468,53.54,,,,,,,
matrix_multiply,gcc,mpx_no_narrow_bounds,1,native,,,,33168,33.58,,,,,,,
kmeans,gcc,mpx_no_narrow_bounds,1,native,,,,17508,59.68,,,,,,,
word_count,gcc,mpx_no_narrow_bounds,1,native,,,,132412,15.12,,,,,,,
pca,gcc,mpx_no_narrow_bounds,1,native,,,,75504,53.54,,,,,,,
matrix_multiply,gcc,asan,1,native,,,,40032,14.44,,,,,,,
kmeans,gcc,asan,1,native,,,,22828,39.94,,,,,,,
word_count,gcc,asan,1,native,,,,123024,24.51,,,,,,,
pca,gcc,asan,1,native,,,,95448,23.75,,,,,,,
matrix_multiply,clang,asan,1,native,,,,41172,8.58,,,,,,,
kmeans,clang,asan,1,native,,,,24684,31.65,,,,,,,
word_count,clang,asan,1,native,,,,125836,24.95,,,,,,,
pca,clang,asan,1,native,,,,98244,8.37,,,,,,,
matrix_multiply,clang,native,1,native,,,,25340,7.12,,,,,,,
kmeans,clang,native,1,native,,,,6712,18.4,,,,,,,
word_count,clang,native,1,native,,,,108760,7.53,,,,,,,
pca,clang,native,1,native,,,,73176,8.37,,,,,,,
matrix_multiply,gcc,mpx,1,native,,,,29072,33.54,,,,,,,
kmeans,gcc,mpx,1,native,,,,16584,59.79,,,,,,,
word_count,gcc,mpx,1,native,,,,125596,14.71,,,,,,,
pca,gcc,mpx,1,native,,,,77428,53.54,,,,,,,
matrix_multiply,gcc,mpx_no_narrow_bounds,1,native,,,,28976,33.57,,,,,,,
kmeans,gcc,mpx_no_narrow_bounds,1,native,,,,16676,59.75,,,,,,,
word_count,gcc,mpx_no_narrow_bounds,1,native,,,,133512,15.1,,,,,,,
pca,gcc,mpx_no_narrow_bounds,1,native,,,,77452,53.54,,,,,,,
matrix_multiply,gcc,asan,1,native,,,,38444,14.45,,,,,,,
kmeans,gcc,asan,1,native,,,,22224,40.02,,,,,,,
word_count,gcc,asan,1,native,,,,121740,24.55,,,,,,,
pca,gcc,asan,1,native,,,,96460,23.75,,,,,,,
matrix_multiply,clang,asan,1,native,,,,41032,8.59,,,,,,,
kmeans,clang,asan,1,native,,,,24664,31.69,,,,,,,
word_count,clang,asan,1,native,,,,123956,24.93,,,,,,,
pca,clang,asan,1,native,,,,98184,8.36,,,,,,,
kmeans,icc,mpx,1,native,,,,34004,6.25,,,,,,,
kmeans,icc,mpx,1,native,,,,34352,6.05,,,,,,,
kmeans,icc,mpx,1,native,,,,31040,6.22,,,,,,,
kmeans,icc,mpx,1,native,,,,38600,6.22,,,,,,,
kmeans,icc,mpx,1,native,,,,36160,6.09,,,,,,,
kmeans,icc,mpx,1,native,,,,38416,6.07,,,,,,,
pca,icc,mpx,1,native,,,,75664,6.48,,,,,,,
pca,icc,mpx,1,native,,,,75660,6.53,,,,,,,
pca,icc,mpx,1,native,,,,79676,6.48,,,,,,,
pca,icc,mpx,1,native,,,,75664,6.48,,,,,,,
pca,icc,mpx,1,native,,,,79716,6.48,,,,,,,
pca,icc,mpx,1,native,,,,77916,6.48,,,,,,,
pca,icc,mpx,1,native,,,,75664,6.48,,,,,,,
pca,icc,mpx,1,native,,,,75712,6.48,,,,,,,
pca,icc,mpx,1,native,,,,77732,6.48,,,,,,,
pca,icc,mpx,1,native,,,,77720,6.49,,,,,,,
word_count,icc,mpx,1,native,,,,130084,22.61,,,,,,,
word_count,icc,mpx,1,native,,,,127780,22.5,,,,,,,
word_count,icc,mpx,1,native,,,,130044,22.27,,,,,,,
word_count,icc,mpx,1,native,,,,128920,22.69,,,,,,,
word_count,icc,mpx,1,native,,,,131136,22.46,,,,,,,
word_count,icc,mpx,1,native,,,,130144,22.51,,,,,,,
word_count,icc,mpx,1,native,,,,130264,22.44,,,,,,,
word_count,icc,mpx,1,native,,,,133736,22.39,,,,,,,
word_count,icc,mpx,1,native,,,,131300,22.54,,,,,,,
word_count,icc,mpx,1,native,,,,130456,22.88,,,,,,,
matrix_multiply,icc,mpx,1,native,,,,33432,9.09,,,,,,,
matrix_multiply,icc,mpx,1,native,,,,33536,9.7,,,,,,,
matrix_multiply,icc,mpx,1,native,,,,31436,8.53,,,,,,,
matrix_multiply,icc,mpx,1,native,,,,33440,9.09,,,,,,,
matrix_multiply,icc,mpx,1,native,,,,33448,9.02,,,,,,,
matrix_multiply,icc,mpx,1,native,,,,35600,9.63,,,,,,,
matrix_multiply,icc,mpx,1,native,,,,35508,9.32,,,,,,,
matrix_multiply,icc,mpx,1,native,,,,35548,9.27,,,,,,,
matrix_multiply,icc,mpx,1,native,,,,33428,9.7,,,,,,,
matrix_multiply,icc,mpx,1,native,,,,33504,8.74,,,,,,,
kmeans,icc,mpx_no_narrow_bounds,1,native,,,,18448,29.11,,,,,,,
kmeans,icc,mpx_no_narrow_bounds,1,native,,,,18032,28.98,,,,,,,
kmeans,icc,mpx_no_narrow_bounds,1,native,,,,18680,29,,,,,,,
kmeans,icc,mpx_no_narrow_bounds,1,native,,,,19280,28.84,,,,,,,
kmeans,icc,mpx_no_narrow_bounds,1,native,,,,18508,28.99,,,,,,,
kmeans,icc,mpx_no_narrow_bounds,1,native,,,,19700,28.88,,,,,,,
kmeans,icc,mpx_no_narrow_bounds,1,native,,,,18440,28.79,,,,,,,
kmeans,icc,mpx_no_narrow_bounds,1,native,,,,22916,28.91,,,,,,,
kmeans,icc,mpx_no_narrow_bounds,1,native,,,,16364,28.86,,,,,,,
kmeans,icc,mpx_no_narrow_bounds,1,native,,,,21896,28.91,,,,,,,
pca,icc,mpx_no_narrow_bounds,1,native,,,,75576,10.41,,,,,,,
pca,icc,mpx_no_narrow_bounds,1,native,,,,73636,10.4,,,,,,,
pca,icc,mpx_no_narrow_bounds,1,native,,,,77612,10.4,,,,,,,
pca,icc,mpx_no_narrow_bounds,1,native,,,,77584,10.41,,,,,,,
pca,icc,mpx_no_narrow_bounds,1,native,,,,75564,10.41,,,,,,,
pca,icc,mpx_no_narrow_bounds,1,native,,,,75564,10.42,,,,,,,
pca,icc,mpx_no_narrow_bounds,1,native,,,,77640,10.4,,,,,,,
pca,icc,mpx_no_narrow_bounds,1,native,,,,75564,10.41,,,,,,,
pca,icc,mpx_no_narrow_bounds,1,native,,,,75692,10.42,,,,,,,
pca,icc,mpx_no_narrow_bounds,1,native,,,,75612,10.42,,,,,,,
word_count,icc,mpx_no_narrow_bounds,1,native,,,,133740,22.53,,,,,,,
word_count,icc,mpx_no_narrow_bounds,1,native,,,,131076,22.57,,,,,,,
word_count,icc,mpx_no_narrow_bounds,1,native,,,,128780,22.48,,,,,,,
word_count,icc,mpx_no_narrow_bounds,1,native,,,,130608,22.67,,,,,,,
word_count,icc,mpx_no_narrow_bounds,1,native,,,,131480,22.29,,,,,,,
word_count,icc,mpx_no_narrow_bounds,1,native,,,,129760,22.46,,,,,,,
word_count,icc,mpx_no_narrow_bounds,1,native,,,,131812,22.56,,,,,,,
word_count,icc,mpx_no_narrow_bounds,1,native,,,,123744,22.51,,,,,,,
word_count,icc,mpx_no_narrow_bounds,1,native,,,,132156,22.42,,,,,,,
word_count,icc,mpx_no_narrow_bounds,1,native,,,,125696,22.52,,,,,,,
matrix_multiply,icc,mpx_no_narrow_bounds,1,native,,,,29068,9.56,,,,,,,
matrix_multiply,icc,mpx_no_narrow_bounds,1,native,,,,29084,9.57,,,,,,,
matrix_multiply,icc,mpx_no_narrow_bounds,1,native,,,,29016,9.54,,,,,,,
matrix_multiply,icc,mpx_no_narrow_bounds,1,native,,,,29080,9.54,,,,,,,
matrix_multiply,icc,mpx_no_narrow_bounds,1,native,,,,29096,9.55,,,,,,,
matrix_multiply,icc,mpx_no_narrow_bounds,1,native,,,,27048,9.58,,,,,,,
matrix_multiply,icc,mpx_no_narrow_bounds,1,native,,,,27052,9.55,,,,,,,
matrix_multiply,icc,mpx_no_narrow_bounds,1,native,,,,27092,9.55,,,,,,,
matrix_multiply,icc,mpx_no_narrow_bounds,1,native,,,,27012,9.56,,,,,,,
matrix_multiply,icc,mpx_no_narrow_bounds,1,native,,,,28992,9.55,,,,,,,
matrix_multiply,gcc,asan_only_write,1,native,,,,37052,10.0,,7.0,3525,0,1,23,2.99
pca,gcc,asan_only_write,1,native,,,,95776,4.95,,4.93,25498,0,1,14,0.01
kmeans,gcc,asan_only_write,1,native,,,,22696,13.39,,13.38,3661,0,1,26,0.0
word_count,gcc,asan_only_write,1,native,,,,124788,24.34,,24.29,33135,0,1,50,0.04
matrix_multiply,gcc,native,1,native,,,,25320,8.58,,5.58,2635,0,1,17,3.0
pca,gcc,native,1,native,,,,73208,10.9,,10.88,17780,0,1,23,0.01
kmeans,gcc,native,1,native,,,,6780,13.23,,13.23,1242,0,1,27,0.0
word_count,gcc,native,1,native,,,,108728,6.15,,6.12,28433,0,1,14,0.02
matrix_multiply,icc,native,1,native,,,,25304,7.43,,4.42,2643,0,1,17,3.01
pca,icc,native,1,native,,,,73252,10.57,,10.55,17786,0,1,22,0.01
kmeans,icc,native,1,native,,,,6780,18.59,,18.58,1249,0,1,37,0.0
word_count,icc,native,1,native,,,,108736,7.54,,7.47,28438,0,1,14,0.06
matrix_multiply,gcc,mpx_only_write,1,native,,,,33080,11.19,,8.24,2657,0,1,25,2.95
pca,gcc,mpx_only_write,1,native,,,,77476,10.88,,10.87,17801,0,1,19,0.0
kmeans,gcc,mpx_only_write,1,native,,,,14236,13.71,,13.71,1591,0,1,37,0.0
word_count,gcc,mpx_only_write,1,native,,,,125488,14.2,,14.16,29902,0,3,27,0.02
matrix_multiply,icc,mpx_only_write,1,native,,,,27068,8.2,,5.2,2664,0,1,21,2.99
pca,icc,mpx_only_write,1,native,,,,73680,10.58,,10.57,17855,0,3,23,0.01
kmeans,icc,mpx_only_write,1,native,,,,19756,18.56,,18.55,1545,0,2,36,0.0
word_count,icc,mpx_only_write,1,native,,,,128444,20.72,,20.64,31463,0,4,41,0.08
matrix_multiply,gcc,asan_only_write,1,native,,,,35620,10.02,,6.99,3276,0,1,23,3.02
pca,gcc,asan_only_write,1,native,,,,94552,4.95,,4.94,25700,0,1,12,0.01
kmeans,gcc,asan_only_write,1,native,,,,23328,13.34,,13.33,3816,0,2,32,0.0
word_count,gcc,asan_only_write,1,native,,,,124012,24.37,,24.33,32884,0,1,45,0.03
matrix_multiply,gcc,native,1,native,,,,25344,8.59,,5.6,2637,0,1,20,2.98
pca,gcc,native,1,native,,,,73208,10.89,,10.87,17781,0,1,21,0.01
kmeans,gcc,native,1,native,,,,6664,13.24,,13.24,1242,0,1,27,0.0
word_count,gcc,native,1,native,,,,108816,6.17,,6.11,28429,0,1,16,0.05
matrix_multiply,icc,native,1,native,,,,25408,7.45,,4.42,2642,0,1,17,3.02
pca,icc,native,1,native,,,,73244,10.56,,10.55,17783,0,1,23,0.0
kmeans,icc,native,1,native,,,,6588,18.59,,18.58,1244,0,1,37,0.0
word_count,icc,native,1,native,,,,108904,7.52,,7.49,28438,0,1,17,0.02
matrix_multiply,gcc,mpx_only_write,1,native,,,,27032,11.21,,8.21,2657,0,1,24,3.0
pca,gcc,mpx_only_write,1,native,,,,77368,10.86,,10.85,17802,0,1,25,0.01
kmeans,gcc,mpx_only_write,1,native,,,,13064,13.71,,13.71,1551,0,2,26,0.0
word_count,gcc,mpx_only_write,1,native,,,,132196,14.36,,14.31,30436,0,4,28,0.04
matrix_multiply,icc,mpx_only_write,1,native,,,,29132,8.21,,5.22,2665,0,1,17,2.99
pca,icc,mpx_only_write,1,native,,,,77624,10.58,,10.57,17812,0,3,24,0.01
kmeans,icc,mpx_only_write,1,native,,,,19844,18.57,,18.57,1543,0,1,37,0.0
word_count,icc,mpx_only_write,1,native,,,,130788,20.94,,20.88,31346,0,3,40,0.06
matrix_multiply,gcc,asan_only_write,1,native,,,,35768,10.05,,6.98,3245,0,1,22,3.06
pca,gcc,asan_only_write,1,native,,,,93736,4.95,,4.94,25496,0,1,13,0.01
kmeans,gcc,asan_only_write,1,native,,,,23628,13.38,,13.37,3876,0,2,28,0.0
word_count,gcc,asan_only_write,1,native,,,,124912,24.34,,24.3,33159,0,1,47,0.03
matrix_multiply,gcc,native,1,native,,,,25216,8.6,,5.6,2635,0,1,19,3.0
pca,gcc,native,1,native,,,,73040,10.88,,10.86,17777,0,1,24,0.01
kmeans,gcc,native,1,native,,,,6648,13.25,,13.24,1239,0,1,26,0.0
word_count,gcc,native,1,native,,,,108860,6.14,,6.1,28431,0,1,13,0.04
matrix_multiply,icc,native,1,native,,,,25240,7.44,,4.45,2644,0,1,18,2.98
pca,icc,native,1,native,,,,73084,10.6,,10.58,17783,0,1,22,0.02
kmeans,icc,native,1,native,,,,6632,18.58,,18.58,1246,0,1,38,0.0
word_count,icc,native,1,native,,,,108796,7.5,,7.48,28437,0,1,16,0.01
matrix_multiply,gcc,mpx_only_write,1,native,,,,26944,11.2,,8.2,2656,0,1,21,3.0
pca,gcc,mpx_only_write,1,native,,,,75396,10.88,,10.86,17821,0,1,24,0.0
kmeans,gcc,mpx_only_write,1,native,,,,18656,13.72,,13.72,1773,0,1,30,0.0
word_count,gcc,mpx_only_write,1,native,,,,130456,14.46,,14.39,31500,0,3,28,0.06
matrix_multiply,icc,mpx_only_write,1,native,,,,31300,8.19,,5.12,2667,0,1,19,3.06
pca,icc,mpx_only_write,1,native,,,,77580,10.57,,10.55,17810,0,1,21,0.02
kmeans,icc,mpx_only_write,1,native,,,,20876,18.58,,18.57,1791,0,1,39,0.0
word_count,icc,mpx_only_write,1,native,,,,130600,20.94,,20.9,31480,0,3,43,0.03
matrix_multiply,gcc,asan_only_write,1,native,,,,37116,10.12,,7.06,3555,0,1,23,3.06
pca,gcc,asan_only_write,1,native,,,,95756,4.95,,4.92,25497,0,1,10,0.02
kmeans,gcc,asan_only_write,1,native,,,,23880,13.25,,13.25,3452,0,2,28,0.0
word_count,gcc,asan_only_write,1,native,,,,125148,24.47,,24.4,33184,0,1,47,0.06
matrix_multiply,gcc,native,1,native,,,,25268,8.61,,5.62,2639,0,1,18,2.99
pca,gcc,native,1,native,,,,73060,10.89,,10.86,17779,0,1,22,0.03
kmeans,gcc,native,1,native,,,,6740,13.29,,13.29,1241,0,1,28,0.0
word_count,gcc,native,1,native,,,,108912,6.12,,6.08,28432,0,1,15,0.04
matrix_multiply,icc,native,1,native,,,,25340,7.48,,4.39,2645,0,1,16,3.08
pca,icc,native,1,native,,,,73288,10.56,,10.55,17786,0,1,23,0.01
kmeans,icc,native,1,native,,,,6600,18.58,,18.58,1244,0,1,33,0.0
word_count,icc,native,1,native,,,,108816,7.49,,7.46,28438,0,1,14,0.02
matrix_multiply,gcc,mpx_only_write,1,native,,,,28968,11.21,,8.2,2658,0,1,26,3.0
pca,gcc,mpx_only_write,1,native,,,,75488,10.87,,10.86,17823,0,1,22,0.01
kmeans,gcc,mpx_only_write,1,native,,,,15784,13.74,,13.74,1775,0,1,28,0.0
word_count,gcc,mpx_only_write,1,native,,,,127676,14.78,,14.73,30731,0,2,29,0.05
matrix_multiply,icc,mpx_only_write,1,native,,,,27024,8.2,,5.2,2663,0,1,19,3.0
pca,icc,mpx_only_write,1,native,,,,75712,10.58,,10.57,17835,0,4,22,0.0
kmeans,icc,mpx_only_write,1,native,,,,18440,18.61,,18.61,1580,0,1,37,0.0
word_count,icc,mpx_only_write,1,native,,,,131188,20.97,,20.92,31321,0,4,37,0.04
matrix_multiply,gcc,asan_only_write,1,native,,,,33692,10.01,,7.01,3168,0,1,25,3.0
pca,gcc,asan_only_write,1,native,,,,97136,5.01,,4.98,25819,0,8,13,0.02
kmeans,gcc,asan_only_write,1,native,,,,22528,13.33,,13.32,3613,0,1,28,0.0
word_count,gcc,asan_only_write,1,native,,,,123516,24.39,,24.35,32810,0,1,46,0.04
matrix_multiply,gcc,native,1,native,,,,25332,8.6,,5.6,2637,0,1,18,3.0
pca,gcc,native,1,native,,,,73256,10.89,,10.86,17782,0,1,24,0.02
kmeans,gcc,native,1,native,,,,6648,13.25,,13.25,1240,0,1,25,0.0
word_count,gcc,native,1,native,,,,108808,6.13,,6.08,28433,0,1,13,0.05
