name,compiler,type,threads,input,mpxerrors,cycles,instructions,dtlb_stores,dtlb_load_misses,dtlb_loads,minor_faults,mpxbtnum,time,branch_instructions,major_faults,dtlb_store_misses,branch_misses
facesim,gcc,native,2,native,,20848633074,29931365152,3810535856,415219,8472221096,616526,,3.556945009,2444730887,0,3098004,49591304
facesim,gcc,native,8,native,,23792524103,30163577904,3889465842,396902,8513400072,614559,,2.304907935,2425233068,0,3214992,50544570
facesim,gcc,native,2,native,,20849626167,30042960313,3790139255,403503,8430012914,616526,,3.55892805,2463766455,0,3089855,49655025
facesim,gcc,native,8,native,,23840317524,30172234922,3845014526,391125,8572878890,614560,,2.280244675,2475883506,0,3155582,50510483
facesim,gcc,native,2,native,,20965771880,29969074310,3797040218,401457,8458444988,616526,,3.587767379,2429950449,0,3116578,49604609
facesim,gcc,native,8,native,,23701607125,30265796991,3855897561,407205,8510611998,614559,,2.317613309,2478264873,0,3207485,50908183
facesim,gcc,native,2,native,,20661700580,29955873315,3788862968,358247,8490773026,616526,,3.54402702,2451965009,0,3169915,50283381
facesim,gcc,native,8,native,,23831272222,30052051294,3865382396,400802,8556453089,614560,,2.296839011,2427309423,0,3150424,50184158
facesim,gcc,native,2,native,,20622447225,30083441151,3820606363,353466,8380413902,616526,,3.530223863,2431821996,0,3144675,49993023
facesim,gcc,native,8,native,,23777089272,30163565097,3829326111,394492,8579354655,614560,,2.296212525,2469804197,0,3154000,50241154
facesim,gcc,native,2,native,,20737840075,30000476180,3792646996,383759,8454742208,616527,,3.545558025,2447978814,0,3240578,50205274
facesim,gcc,native,8,native,,23899282710,30310187811,3827830775,412773,8533475429,614560,,2.283385702,2484165380,0,3065145,50664253
dedup,gcc,native,2,native,,76155898670,125494865174,16269851274,39501666,37353710577,568031,,13.527032036,16431740153,0,4526834,701375855
dedup,gcc,native,8,native,,101965916443,127306036597,16787778272,43765914,38014473925,555138,,9.620819123,16874129438,0,6344237,719279283
dedup,gcc,native,2,native,,76506379219,125861177372,16426494516,39602436,37342355200,569641,,13.554027889,16478524219,0,4424167,701694054
dedup,gcc,native,8,native,,101597416706,126818996074,16741931031,42978955,38046127001,555233,,9.599066986,16805669406,0,6129183,720964627
dedup,gcc,native,2,native,,76227492776,125726430000,16327506256,40144659,37351931397,571300,,13.568408001,16546876234,0,4361198,704321702
dedup,gcc,native,8,native,,101904755172,127235405038,16723232939,43455293,37873751616,555613,,9.597863735,16844564057,0,5996839,719987950
dedup,gcc,native,2,native,,76376939731,125578793496,16392429876,40170334,37275231910,572146,,13.560384004,16505540114,0,4391056,697882589
dedup,gcc,native,8,native,,102065059504,127676169644,16667256085,43891829,37869861820,555922,,9.594023933,16874160486,0,6099967,722628143
dedup,gcc,native,2,native,,76099315178,125610845181,16325875695,39723898,37413713385,570829,,13.514706178,16484824081,0,4338424,699460198
dedup,gcc,native,8,native,,102550960045,127577359058,16747732942,43254643,37867203952,555623,,9.524333751,16858397090,0,6336490,721965431
dedup,gcc,native,2,native,,76170959415,125677716975,16358558179,40358411,37213347159,567527,,13.553479929,16475201721,0,4343534,698677418
dedup,gcc,native,8,native,,101886127252,127291982304,16695554751,43181034,38023849973,555817,,9.454060656,16849438202,0,6415343,723046908
dedup,gcc,native,2,native,,76201577487,125612694806,16338319715,39769375,37376757871,570119,,13.63949272,16498129370,0,4508512,700981604
dedup,gcc,native,8,native,,101934157922,127173061025,16588163252,43456510,38017778267,555468,,9.444528706,16914372551,0,6354537,723904594
dedup,gcc,native,2,native,,76046324205,125715558957,16314467821,39658043,37297900173,569589,,13.58246702,16475857363,0,4473978,702537827
dedup,gcc,native,8,native,,101637556859,127032424907,16675324643,43169996,37937353402,555638,,9.505967641,16817185267,0,6523163,722101211
dedup,gcc,native,2,native,,76091850243,125483072206,16185914157,40162626,37293195648,572520,,13.595173425,16560189322,0,4812259,707332893
dedup,gcc,native,8,native,,102267733296,127564401221,16617355507,43284969,38009364387,554844,,9.369680105,16946516643,0,6043280,725841882
dedup,gcc,native,2,native,,76235117117,125484424844,16245307593,39822381,37405696967,569967,,13.640837662,16563765363,0,4409441,707163592
dedup,gcc,native,8,native,,101944886162,127078496231,16602246815,43223219,37973056812,556398,,9.499906789,16862471858,0,6247909,725437979
fluidanimate,gcc,native,2,native,,1230971171829,1754807171402,56081078277,3604352,460398077757,16974,,169.66100915,241399847807,0,930220,11359256969
fluidanimate,gcc,native,8,native,,1746712573831,1859603895500,64957690651,31392188,490546013689,50703,,67.828240123,267681620857,0,2481806,12117221118
fluidanimate,gcc,native,2,native,,1232821814079,1754499641729,56051756041,3779010,460548841232,16981,,169.9654636,241313125590,0,969520,11363737630
fluidanimate,gcc,native,8,native,,1746838588163,1861407011726,64975363216,32059672,490592104104,50351,,67.863447833,267883218398,0,2551782,12159840201
fluidanimate,gcc,native,2,native,,1231061760632,1753313252261,56048968590,3246426,460406777189,17555,,169.824544127,241142624560,0,786190,11366175333
fluidanimate,gcc,native,8,native,,1747501130286,1859360471391,65017874375,32673035,491001152851,50396,,68.051430771,267656439460,0,2569532,12105803121
fluidanimate,gcc,native,2,native,,1231876452056,1755557206871,56062711582,3847687,460775857540,16983,,169.474729888,241457408982,0,1020757,11368490230
fluidanimate,gcc,native,8,native,,1746873791306,1861535030910,65052507722,30524665,491834744363,50533,,67.980386539,268124152000,0,2592956,12153076385
fluidanimate,gcc,native,2,native,,1233146537014,1755062092606,56045585532,2997134,460801189280,17543,,170.015027455,241405859025,0,714317,11366258315
fluidanimate,gcc,native,8,native,,1747643471092,1861476545670,65027372204,31277918,491344447457,50238,,68.008404513,268137628651,0,2612192,12168239172
fluidanimate,gcc,native,2,native,,1231421929527,1754712909009,56046983697,3881744,460453286113,17497,,169.852046811,241365317089,0,1041922,11363111115
fluidanimate,gcc,native,8,native,,1746639882329,1860087245665,64950919181,31881665,490859367455,50459,,68.055136014,267796503066,0,2543347,12140866298
fluidanimate,gcc,native,2,native,,1232160474995,1755221980339,56066455781,4089712,460588798490,16982,,169.847241542,241392007037,0,1204322,11364740284
fluidanimate,gcc,native,8,native,,1748468079138,1862151773202,65026271842,32559479,491065587994,50764,,67.878568689,268058205301,0,2572377,12139976870
fluidanimate,gcc,native,2,native,,1233462138757,1756630728236,56051889560,3900014,460960725295,17542,,169.832461021,241492013379,0,994224,11362138680
fluidanimate,gcc,native,8,native,,1746360920246,1857338996857,64928157023,32846733,490608390763,50775,,68.06951664,267527332780,0,2606858,12162772033
fluidanimate,gcc,native,2,native,,1230930904944,1753476459568,56046146146,3022467,460347212563,17001,,169.839642204,241157374376,0,733454,11362233519
fluidanimate,gcc,native,8,native,,1743539955674,1859074162427,64985192636,30588416,491263511515,50776,,67.962080546,267739762486,0,2635332,12087467177
fluidanimate,gcc,native,2,native,,1231565675320,1755269684754,56063317781,3761838,460104532124,17508,,169.884411055,241469258754,0,956158,11362252203
fluidanimate,gcc,native,8,native,,1746255306033,1859020525927,64884188678,31301487,490091988790,50888,,67.992983846,267567313433,0,2567659,12149327514
blackscholes,gcc,native,2,native,,545059042960,521125442362,37943009402,58366,140511650195,2601,,78.601901456,76085231806,0,24651,381491889
blackscholes,gcc,native,8,native,,570435973001,521148248953,37945681527,114920,140529360186,2618,,31.427373732,76087946469,0,60715,365644950
blackscholes,gcc,native,2,native,,545007137943,521147002069,37950315061,54545,140527437806,2601,,78.561067867,76089052974,0,31783,381641346
blackscholes,gcc,native,8,native,,570497410605,521101257203,37949914057,107869,140520909686,2617,,31.366493684,76079013750,0,40573,367612858
blackscholes,gcc,native,2,native,,545011578130,521149231372,37944824114,54811,140519940634,2602,,78.56250676,76083686928,0,24792,381920836
blackscholes,gcc,native,8,native,,570562959579,521159997915,37944232775,119697,140527830309,2618,,31.406950859,76084109482,0,43335,365725159
blackscholes,gcc,native,2,native,,545013722609,521123603021,37953707338,52325,140514007540,2601,,78.545611726,76076614057,0,25150,382321933
blackscholes,gcc,native,8,native,,570637440439,521217399693,37936090714,116063,140509007227,2620,,31.360801063,76100815453,0,35815,365633824
blackscholes,gcc,native,2,native,,545207240463,521145340621,37955210170,57456,140531893387,2601,,78.584631956,76081377153,0,27608,382265416
blackscholes,gcc,native,8,native,,570487575115,521045563165,37929174432,122411,140493312764,2622,,31.40938839,76078327867,0,57561,365453938
blackscholes,gcc,native,2,native,,544899950467,521125301591,37941027928,54425,140531668446,2601,,78.551802578,76089207248,0,19895,381893931
blackscholes,gcc,native,8,native,,570407700677,521137877745,37941541503,111575,140520536567,2617,,31.373366772,76084640008,0,42008,365305830
blackscholes,gcc,native,2,native,,544979836511,521115064564,37945162105,51816,140521656037,2601,,78.55351129,76084079040,0,12565,381865089
blackscholes,gcc,native,8,native,,570460907297,521196375300,37942121955,111579,140514967552,2618,,31.393214409,76091173522,0,60655,364870312
blackscholes,gcc,native,2,native,,545003134679,521145920773,37947027620,56121,140523568320,2601,,78.563101204,76081274250,0,18663,381980658
blackscholes,gcc,native,8,native,,570402539591,521084299329,37945135406,103160,140527629256,2618,,31.353346584,76081235977,0,40426,365221839
blackscholes,gcc,native,2,native,,545078446864,521213392871,37956069711,54355,140541022175,2601,,78.558098752,76107034215,0,19573,382963900
blackscholes,gcc,native,8,native,,570428524183,521122028618,37939278186,102647,140533829455,2616,,31.406177403,76092541710,0,40570,365898041
blackscholes,gcc,native,2,native,,545053412656,521143932160,37942922574,51834,140516721019,2601,,78.54365739,76085641383,0,18682,381793224
blackscholes,gcc,native,8,native,,570494710370,521100758023,37958010149,99272,140533224932,2618,,31.367074335,76084145294,0,43175,364967770
streamcluster,gcc,native,2,native,,1105080761324,1516006111570,3263661197,144007,428918824117,2020,,204.693679673,223529076726,0,15679,1797676586
streamcluster,gcc,native,8,native,,1651097331345,1518769387106,3802434924,3080690,429927872413,2081,,79.821076157,224136160356,0,81405,1810177411
streamcluster,gcc,native,2,native,,1105738142541,1515912511048,3283767431,178931,428907685983,2026,,204.762310834,223532622225,0,20426,1797629821
streamcluster,gcc,native,8,native,,1651138938505,1518469643559,3848442603,2544734,429886978878,2079,,79.795508723,224054266105,0,72188,1809059771
streamcluster,gcc,native,2,native,,1105804302540,1516067061266,3267611225,167761,428886353637,2020,,205.065308005,223535660146,0,14852,1797763173
streamcluster,gcc,native,8,native,,1650953269452,1518535892075,3833766425,3077930,429910331902,2081,,79.8168635,224080747283,0,91772,1809185746
streamcluster,gcc,native,2,native,,1105482039886,1515829719075,3264192257,177800,428932082010,2026,,204.839710114,223533494743,0,14305,1797940351
streamcluster,gcc,native,8,native,,1651522955042,1518557371227,3817593978,2425929,429886000042,2075,,79.736820872,224053293011,0,74607,1809064478
streamcluster,gcc,native,2,native,,1105580324735,1515825241973,3267195007,186729,428919442804,2021,,204.572872816,223541468383,0,19389,1797933906
streamcluster,gcc,native,8,native,,1650864988411,1518565923444,3790408034,3309266,429832375890,2081,,79.896988127,224056957981,0,83199,1809185293
streamcluster,gcc,native,2,native,,1105499912892,1516038408259,3265556845,192437,428918436526,2026,,204.951285877,223535663883,0,17026,1797828469
streamcluster,gcc,native,8,native,,1651059679885,1518363875665,3842229950,2484626,429886100188,2077,,79.80456099,224036463241,0,82629,1809038362
streamcluster,gcc,native,2,native,,1105486196175,1515979679773,3285140138,143230,428907717432,2021,,204.765718413,223555012271,0,16478,1797884911
streamcluster,gcc,native,8,native,,1651480933836,1518328258471,3799164534,3103470,429944567423,2080,,79.768166281,224049132314,0,82260,1809880186
streamcluster,gcc,native,2,native,,1105896904528,1516030428847,3257121956,216102,428917822280,2026,,205.091020642,223553458694,0,14519,1797741083
streamcluster,gcc,native,8,native,,1651027088351,1518224958803,3814918117,2449994,429950831368,2077,,79.910671574,224055482584,0,72559,1809249437
streamcluster,gcc,native,2,native,,1105330047762,1515926367103,3264768459,172867,428969279609,2020,,204.862448151,223511644545,0,10853,1798102015
streamcluster,gcc,native,8,native,,1651560338814,1518528981754,3830682197,3169644,429921687270,2080,,79.729560373,224080505373,0,86838,1809559427
streamcluster,gcc,native,2,native,,1105502116883,1515954861245,3298646692,198464,428916028402,2026,,204.877948231,223536120485,0,19727,1797670157
streamcluster,gcc,native,8,native,,1651709241993,1518522011366,3806854596,2542907,429840443547,2082,,79.784085356,224045130884,0,75374,1809511501
x264,gcc,native,2,native,,571257612175,1659305678130,143079629089,2752471,420467903803,14398,,77.314236777,82582296809,0,1211124,2953782622
x264,gcc,native,8,native,,982198523816,1666554324394,143776002968,12977628,421603261771,36577,,36.899439996,82903485831,0,2154130,3020858374
x264,gcc,native,2,native,,572014375241,1659411762311,143159724565,2778824,420528860413,14126,,77.55785472,82595389995,0,1155478,2957809752
x264,gcc,native,8,native,,988824301244,1667699363627,143604136179,12456842,421573373965,36589,,37.053791298,82981831727,0,2065461,3020932924
x264,gcc,native,2,native,,571936827710,1659360636100,143189979110,2754294,420597812508,14392,,78.048472945,82619510203,0,1222496,2953480632
x264,gcc,native,8,native,,984751229431,1665963425888,143681015350,12843226,421936996288,36585,,37.442510913,82911237215,0,2143945,3021429402
x264,gcc,native,2,native,,572399238945,1661583021900,143128731749,2762889,420406085335,14125,,77.574531842,82680190364,0,1116597,2957150007
x264,gcc,native,8,native,,984061600286,1667077926917,143819139755,12488160,421771941927,36581,,37.267701816,82884906904,0,1994835,3018429019
x264,gcc,native,2,native,,572637034329,1661410313205,143176335186,2816165,420143375264,14395,,78.337879691,82617737229,0,1239921,2959149022
x264,gcc,native,8,native,,987519334077,1666530577054,143635049133,12973564,421873032249,36578,,37.185608726,82918682755,0,2039352,3020494917
x264,gcc,native,2,native,,571433940484,1657950184766,143180843967,2759469,420836068407,14127,,78.384661587,82576751282,0,1164521,2955824136
x264,gcc,native,8,native,,985385961976,1667502051080,143645553987,12766049,421490165470,36577,,37.768440581,82974423068,0,2069595,3021494443
x264,gcc,native,2,native,,572672056901,1659629686402,143272617115,2828051,420444804212,14149,,78.102010673,82607438188,0,1102547,2959051920
x264,gcc,native,8,native,,982919766701,1668273095414,143628890493,12573258,421671232310,36590,,37.762513345,82986009359,0,1961671,3021504351
x264,gcc,native,2,native,,572148443393,1661673722361,143069136946,2895735,420492572369,14399,,78.029501799,82623066292,0,1235306,2951639525
x264,gcc,native,8,native,,981373075406,1666953494466,143599945169,12401902,421808735383,36523,,37.748493921,82979670190,0,1980816,3021969197
x264,gcc,native,2,native,,572101049003,1661243084937,143133184856,2800170,420477417501,14127,,78.309712478,82637659193,0,1160773,2956178874
x264,gcc,native,8,native,,982856701114,1666544208562,143651758336,12659104,422130152929,36582,,38.884496119,82946039958,0,1991177,3021658554
x264,gcc,native,2,native,,572603969497,1661684593568,143105636282,2827129,420169099271,14396,,78.105933787,82595174351,0,1229595,2949413969
x264,gcc,native,8,native,,982184033130,1666070380494,143744792377,12911745,421876976227,36591,,37.781040383,82905032060,0,1960108,3017472522
canneal,gcc,native,2,native,,389425259429,130945176645,8540607674,337501392,33158127087,155783,,91.620020775,17176458816,0,5850752,630694620
canneal,gcc,native,8,native,,476721611991,131414805265,8598994604,380327179,33280608891,155793,,51.112929572,17268066054,0,6130457,600926754
canneal,gcc,native,2,native,,392658790738,130955579063,8536695384,334658558,33152494140,155777,,91.431438876,17181668535,0,5826116,629022521
canneal,gcc,native,8,native,,475350519208,131426875804,8603657230,374263377,33261689022,155798,,51.0799822,17246583370,0,6017829,600292057
canneal,gcc,native,2,native,,392529883314,130966331706,8529264484,332356981,33155892318,155770,,91.304518127,17180258820,0,5830202,628225088
canneal,gcc,native,8,native,,475545245188,131395307116,8601269075,367880799,33272211183,155820,,50.923429641,17244006493,0,5980092,599843615
canneal,gcc,native,2,native,,391900628732,130967026129,8530151296,330431970,33153472648,155779,,91.307507364,17175724346,0,5784703,629563696
canneal,gcc,native,8,native,,475078997012,131399113219,8596247078,362726804,33268322834,155769,,50.680246888,17259233117,0,5931470,599651844
canneal,gcc,native,2,native,,392309483419,130967253869,8527485598,338040424,33155877179,155778,,91.453865153,17183355676,0,5836987,629738914
canneal,gcc,native,8,native,,476657093899,131381160599,8604094755,383271049,33273811008,155772,,51.152472345,17246712686,0,5929543,600148113
canneal,gcc,native,2,native,,392714831492,130957431987,8532449896,335417526,33154681488,155777,,91.312147434,17180279137,0,5830337,628910939
canneal,gcc,native,8,native,,475961022992,131402841015,8602287375,377027579,33269580651,155789,,50.869503562,17255629807,0,5947320,599736951
canneal,gcc,native,2,native,,392453109831,130970491772,8536126269,333581768,33153887663,155773,,91.344277913,17177070731,0,5844847,629245508
canneal,gcc,native,8,native,,475887109604,131363452047,8604127299,371186877,33277997520,155767,,50.780060468,17248848119,0,6008135,599826068
canneal,gcc,native,2,native,,390763333323,130987553481,8532223137,332051141,33146893771,155771,,91.408063345,17174570063,0,5832349,629787448
canneal,gcc,native,8,native,,475521937119,131381063825,8599126752,365575438,33276131184,155792,,50.865992253,17246281145,0,5984798,600461248
canneal,gcc,native,2,native,,392652825993,130956883417,8535529193,329092375,33151441181,155787,,91.230043384,17175208930,0,5813788,629306258
canneal,gcc,native,8,native,,475941823863,131395983147,8596642853,387187590,33273619349,155774,,51.023696735,17265612300,0,6109345,601413405
canneal,gcc,native,2,native,,392684002699,130989658576,8531176679,336734345,33149020224,155783,,91.431730232,17177314369,0,5815229,628769951
canneal,gcc,native,8,native,,476221375798,131398526804,8599615578,380235127,33270197958,155792,,50.853742149,17251215575,0,5982015,599871407
swaptions,gcc,native,2,native,,974131327979,1314928877449,104643421577,2531,356432011881,870,,128.638862675,163707426192,0,2236,2502604120
swaptions,gcc,native,8,native,,1092372243062,1315182958142,104672064300,99708,356493328693,906,,38.167071448,163753127442,0,11398,2481187791
swaptions,gcc,native,2,native,,974372156302,1315041969380,104639601362,3691,356426166033,870,,128.651499769,163710439685,0,2752,2499280234
swaptions,gcc,native,8,native,,1092777762003,1315124749854,104680830682,132832,356510049401,913,,38.286369253,163745660188,0,11290,2479891547
swaptions,gcc,native,2,native,,974297763362,1314936305193,104638644410,2485,356442672238,870,,128.663847579,163712348448,0,2724,2507540430
swaptions,gcc,native,8,native,,1092511304097,1315138338892,104676686171,110740,356506348931,908,,38.344165402,163752618276,0,10720,2482579675
swaptions,gcc,native,2,native,,975005422115,1314969368423,104644182412,2921,356418749264,870,,128.904415838,163708272576,0,2422,2498905738
swaptions,gcc,native,8,native,,1092358812255,1315087770713,104671479316,93852,356509098770,904,,38.346020037,163748578882,0,10567,2480008799
swaptions,gcc,native,2,native,,973976669721,1315022856401,104648356804,2928,356430237706,877,,128.616431152,163692135894,0,2568,2501895254
swaptions,gcc,native,8,native,,1092490952669,1315060107179,104672020460,121603,356515016924,920,,38.433233336,163747756202,0,11729,2485086468
swaptions,gcc,native,2,native,,975074032052,1314915623287,104636529439,3513,356445934415,870,,128.919258257,163706376397,0,2644,2504963055
swaptions,gcc,native,8,native,,1092228262973,1315098818871,104671431702,86807,356518271296,908,,38.396779299,163750118269,0,10678,2480749692
swaptions,gcc,native,2,native,,973951581237,1314940649988,104639731861,4459,356451815346,870,,128.618198216,163704229898,0,2376,2500398024
swaptions,gcc,native,8,native,,1092272403538,1315061413004,104675196601,99576,356521545730,909,,38.363272769,163746108934,0,11483,2480564181
swaptions,gcc,native,2,native,,974121409998,1315042702228,104637379074,2064,356430069162,877,,128.633183501,163713695638,0,2476,2494491450
swaptions,gcc,native,8,native,,1092556731513,1314991227060,104678928989,92016,356510245291,911,,38.518980074,163736416355,0,11673,2484535852
swaptions,gcc,native,2,native,,974440732635,1314929108318,104636667145,3891,356459314460,870,,128.678278797,163714410005,0,2520,2501141260
swaptions,gcc,native,8,native,,1092540625680,1315098888921,104672212357,101226,356512004922,911,,38.45135572,163748058576,0,11372,2481188724
swaptions,gcc,native,2,native,,975378266307,1315092903850,104634077286,2418,356410198135,870,,128.931267517,163717570680,0,2400,2503005115
swaptions,gcc,native,8,native,,1092608436181,1315152195283,104677345796,88951,356499498996,913,,38.448367215,163749513393,0,10458,2480320143
raytrace,gcc,native,2,native,,790064547280,1064488831984,111249979489,2655959,280457265259,61449,,121.792599391,44025941387,2,516323,1429705129
raytrace,gcc,native,8,native,,944910410637,1064662298751,111256810065,3983325,280503800025,61629,,63.447615144,44054328130,0,1043000,1440007540
raytrace,gcc,native,2,native,,790745980833,1064622698603,111203674104,2708490,280381861567,61410,,122.005369746,44024277255,0,527603,1428815052
raytrace,gcc,native,8,native,,945309889029,1064787702434,111285322956,3900594,280486610765,61652,,63.434874309,44043535298,0,1055842,1442231181
raytrace,gcc,native,2,native,,790108125166,1064629286760,111196154949,2761949,280451268109,61414,,121.820419558,44037358898,0,559750,1428106115
raytrace,gcc,native,8,native,,944895198985,1064805567211,111239017703,3965267,280441437637,61642,,63.278770351,44024788817,0,1068688,1440288622
raytrace,gcc,native,2,native,,790309623719,1064653027534,111269130766,2680647,280433661054,61429,,121.852832619,44028649081,0,526119,1430213443
raytrace,gcc,native,8,native,,944369527136,1064541028227,111250831639,3878910,280431518318,61665,,63.253663579,44028780535,0,1081282,1440257052
raytrace,gcc,native,2,native,,790360271153,1064552442747,111211345122,2749784,280419334896,61402,,121.94578273,44052602404,0,537910,1430557992
raytrace,gcc,native,8,native,,944821384984,1064752794600,111259909962,3953396,280420831621,61639,,63.428736481,44051538162,0,1061388,1440661665
raytrace,gcc,native,2,native,,790284445910,1064743239507,111257284161,2710642,280400722009,61467,,121.841012996,44021663804,0,525157,1428671090
raytrace,gcc,native,8,native,,945006927827,1064730102021,111275517845,3878817,280468477798,61631,,63.312122868,44042538004,0,1048137,1440186314
raytrace,gcc,native,2,native,,790561932868,1064787470857,111227715445,2736303,280398613773,61407,,121.924515058,44019034111,0,543047,1430959130
raytrace,gcc,native,8,native,,944800603841,1064689383190,111252546665,3931605,280498743528,61593,,63.379262047,44033696295,0,1072347,1440781634
raytrace,gcc,native,2,native,,791428217558,1064450970658,111228679823,2686436,280451887092,61443,,122.169754903,44003804503,0,550341,1430551765
raytrace,gcc,native,8,native,,944828341586,1064713469455,111263398061,3864507,280435340354,61695,,63.327659543,44035307648,0,1057220,1439929033
raytrace,gcc,native,2,native,,789894529776,1064943219182,111272844665,2752947,280336724865,61450,,121.751980436,44029573138,0,535291,1430047071
raytrace,gcc,native,8,native,,944446341571,1064512587014,111296071455,3934064,280457269750,61635,,63.2249969,44041596009,0,1069383,1439920636
raytrace,gcc,native,2,native,,791108212143,1064766095954,111260752109,2682318,280380221880,61423,,122.090235242,44034876549,0,524322,1429603090
raytrace,gcc,native,8,native,,944912289554,1064618983557,111218077258,3868950,280419334536,61710,,63.399485536,44044429661,0,1082298,1439485712
ferret,gcc,native,2,native,,1174355090355,1824361870936,47703891470,70913157,492275022688,13053,,158.323809624,317888114971,0,1395902,14709106449
ferret,gcc,native,8,native,,2155187439519,2226382331080,58141482331,42132445,619753726589,17051,,80.064203531,404663558361,0,2276736,21022886222
ferret,gcc,native,2,native,,1175873590966,1823231441573,47540268336,72047130,492170379448,13042,,158.578566221,318099025722,0,1224119,14683827516
ferret,gcc,native,8,native,,2153917090711,2225037435059,58097818623,41305984,619566837796,17126,,79.895327699,404333494192,0,2227278,20986173838
ferret,gcc,native,2,native,,1173900011183,1823818051752,47622533528,70101544,492030082622,13126,,158.263239766,318310524224,0,1093083,14704988992
ferret,gcc,native,8,native,,2155627421385,2226534595764,57994547880,42377332,619627681757,17101,,80.024627388,404138790530,0,2214857,20998560071
ferret,gcc,native,2,native,,1175540470965,1820954569577,47589961749,71962899,492025179347,13080,,158.483059172,317665009419,0,1310244,14681646838
ferret,gcc,native,8,native,,2155397063312,2226699744896,58076692392,42531397,619573270798,17064,,79.994650028,404248359449,0,2272296,21014123842
ferret,gcc,native,2,native,,1173943269267,1824203607719,47610002018,70051835,492181309838,13034,,158.375679333,318435438633,0,1075891,14683140953
ferret,gcc,native,8,native,,2157018973044,2224845080197,57962543740,42606178,619691561727,17048,,78.264306013,404205068147,0,2228521,21000126318
